clf,clf_C,clf_algorithm,clf_base_estimator,clf_bootstrap,clf_cache_size,clf_class_weight,clf_coef0,clf_compute_importances,clf_constant,clf_criterion,clf_degree,clf_dual,clf_fit_intercept,clf_gamma,clf_intercept_scaling,clf_kernel,clf_learning_rate,clf_max_depth,clf_max_features,clf_max_iter,clf_max_leaf_nodes,clf_min_density,clf_min_samples_leaf,clf_min_samples_split,clf_n_estimators,clf_n_jobs,clf_oob_score,clf_penalty,clf_probability,clf_random_state,clf_shrinking,clf_splitter,clf_strategy,clf_tol,clf_verbose,subset,subset_cols_to_exclude,subset_max_grades,subset_n_subsets,subset_num_rows,subset_proportions_positive,subset_subset_size,cv,cv_col_name,cv_col_name,cv_expanding_train,cv_inc_value,cv_indices,cv_n_folds,cv_random_state,cv_shuffle,cv_test_start,cv_test_window_size,cv_train_start,cv_train_window_size,subset_note_excluded_col,subset_note_max_grade,subset_note_prop_positive,subset_note_rows,subset_note_sample_num,cv_note_fold,cv_note_test_end,cv_note_test_start,cv_note_train_end,cv_note_train_start,f1_score,roc_auc,prec@1%,prec@2%,prec@5%,prec@10%,prec@20%,feature_ranked_0,feature_ranked_1,feature_ranked_2,feature_ranked_3,feature_ranked_4,feature_ranked_5,feature_ranked_6,feature_ranked_7,feature_ranked_8,feature_ranked_9,feature_score_0,feature_score_1,feature_score_2,feature_score_3,feature_score_4,feature_score_5,feature_score_6,feature_score_7,feature_score_8,feature_score_9
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,0,,,,,0.34146341463414637,0.47839506172839508,1.0,1.0,0.8166666666666665,0.6066666666666667,0.4909090909090909,f5,f9,f3,f12,f1,f4,f6,f11,f8,f14,0.098223236391473914,0.09421223843715304,0.082731538030552818,0.078348883724710619,0.071087975119220367,0.067096290139025697,0.065858655085836604,0.064961881085018547,0.060215477301096144,0.059285688077309599
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,1,,,,,0.41666666666666663,0.39632107023411373,1.0,1.0,0.42499999999999993,0.385,0.4088888888888889,f9,f13,f1,f7,f3,f12,f5,f2,f4,f10,0.089993536061229631,0.087882325078586537,0.079680883733019583,0.074481109443072235,0.072736438814455392,0.069238620674650878,0.066534127945205523,0.063341189618061206,0.061971988394562548,0.060019072548770203
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,0,,,,,0.38095238095238099,0.46033653846153844,1.0,0.5,0.4,0.5,0.5,f11,f8,f6,f2,f4,f12,f1,f13,f7,f0,0.096552049479359775,0.089108863092002583,0.079408854775898832,0.069118306725559422,0.067300886145274658,0.066760948040903753,0.066522043940356171,0.066234399425243812,0.065597249106260802,0.064951059676698022
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,1,,,,,0.46938775510204084,0.45192307692307693,0.0,0.0,0.2,0.3,0.4,f2,f5,f9,f14,f10,f7,f6,f4,f3,f11,0.09059691661491337,0.084156079292066005,0.080973055219387149,0.074521727464004733,0.073612204261598993,0.071120592752678014,0.066712709224822545,0.066271003983998808,0.063744042648995622,0.060322882801362263
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,0,,,,,0.26785714285714285,0.41257995735607678,0.255,0.33166666666666667,0.3991071428571428,0.39749999999999996,0.33118279569892467,f7,f8,f2,f9,f14,f12,f5,f1,f6,f11,0.09131898723474477,0.081206033731600624,0.075087241751598144,0.074542716707082055,0.070915281611746192,0.070727503174365727,0.070287959839217887,0.067543586096676198,0.066951556294621878,0.061901104067207349
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,1,,,,,0.28037383177570091,0.46367287331142748,0.0,0.0,0.32589285714285715,0.3285714285714286,0.43632183908045974,f1,f8,f3,f2,f4,f7,f9,f13,f12,f14,0.10243624416641295,0.087479854320061071,0.079374297277717137,0.076796122824191348,0.071679300582494707,0.06700321386504017,0.063276276422585778,0.062880184605218117,0.062750072905760068,0.062516305516667037
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,0,,,,,0.26666666666666666,0.51136363636363635,1.0,1.0,1.0,0.6,0.2952380952380952,f9,f8,f5,f0,f6,f3,f14,f13,f2,f4,0.11535826005793752,0.11403355620076816,0.10208817239476557,0.085418212688979131,0.067160952230382279,0.064283231928020934,0.063800398875903261,0.06273492642896647,0.058055267040543451,0.051531381692390882
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,1,,,,,0.31578947368421051,0.54545454545454541,0.6599999999999999,0.31999999999999995,0.0,0.10000000000000002,0.40952380952380957,f9,f2,f0,f14,f11,f8,f7,f4,f1,f10,0.12643519127982902,0.11426834768117,0.1009549181488119,0.087751459527679904,0.084416510566725819,0.075168169485308536,0.070629251043653266,0.048423024540287504,0.047601534253057548,0.046154454597539779
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,2,,,,,0.16666666666666669,0.54112554112554101,1.0,1.0,0.7,0.6833333333333333,0.5285714285714286,f9,f11,f13,f6,f10,f4,f2,f0,f1,f8,0.11867962477929934,0.098491134201297403,0.08928846715308271,0.081085277602211528,0.075964785456913042,0.070812854857520785,0.067148760964358234,0.065420529530548444,0.058175695408419194,0.057396754988722633
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,0,,,,,0.43076923076923079,0.48138528138528142,1.0,0.82,0.7,0.4428571428571428,0.5153846153846153,f11,f9,f5,f14,f4,f13,f6,f3,f1,f2,0.095952039343732393,0.091444639855357612,0.086439087650519275,0.078117609663363022,0.076690604399955689,0.068829093002558003,0.066340297093714348,0.06234864312777226,0.060088764281283666,0.060056771186460453
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,1,,,,,0.47368421052631576,0.42279411764705882,0.33999999999999997,0.0,0.0,0.30476190476190473,0.3791208791208791,f14,f0,f13,f1,f7,f4,f2,f3,f11,f9,0.098142387362533501,0.092993756788729842,0.084901348269567384,0.078981981765170448,0.071901730454409091,0.070546953984378866,0.069147796369519204,0.065739181746427747,0.061456392511101535,0.058248692954563724
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,2,,,,,0.50666666666666671,0.38786764705882354,1.0,0.84,0.38333333333333336,0.3904761904761905,0.3791208791208791,f11,f8,f10,f1,f7,f3,f14,f9,f2,f6,0.1098671399216207,0.098779985353838584,0.07444111001259511,0.068010889756810244,0.066897974893481371,0.06535162325957132,0.063961267628723839,0.062970901792885461,0.061924768389876449,0.060993017003693618
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,0,,,,,0.50485436893203883,0.49411764705882355,0.0,0.006666666666666673,0.405,0.4954545454545454,0.3466666666666666,f10,f1,f14,f9,f5,f11,f3,f13,f0,f2,0.082973325350800972,0.080672689122334995,0.079882268811621041,0.077130751176394938,0.069720487929985017,0.066592999390577001,0.065566095044165384,0.064777403685731177,0.063941913721086416,0.062833759622875796
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,1,,,,,0.42222222222222222,0.48239999999999994,0.0,0.5,0.6,0.5,0.5,f4,f9,f1,f14,f12,f13,f10,f6,f0,f7,0.09052452599036967,0.08693167180905581,0.084408071049630953,0.080528595226200053,0.068419647956669966,0.066286528866799449,0.065476250918740153,0.063147967344821115,0.062207686339143822,0.062051341961114177
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,2,,,,,0.48979591836734693,0.48857142857142855,1.0,0.5100000000000001,0.40499999999999997,0.40444444444444444,0.39368421052631586,f9,f1,f4,f10,f14,f13,f11,f2,f8,f7,0.12081783057910324,0.10612563095969613,0.078260033928336498,0.073637556968670692,0.067641954628047993,0.065318409448871378,0.060284548933987346,0.059420752542300177,0.058748979147813449,0.058251272033410954
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,0,,,,,0.076923076923076927,0.58658743633276722,0.5,0.0,0.0,0.08333333333333336,0.393939393939394,f6,f2,f7,f3,f4,f10,f13,f9,f12,f8,0.1126610213754461,0.10614226490718895,0.085011168129424969,0.075103317842747541,0.071727241218730781,0.069353472198400393,0.067927274173821814,0.062797642833873277,0.05434507021941367,0.054310374697124748
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,1,,,,,0.25806451612903231,0.61035653650254662,0.5,0.0,0.03333333333333334,0.2,0.404040404040404,f5,f8,f12,f3,f14,f4,f9,f13,f6,f2,0.11869241207137492,0.09443487589141214,0.090965591926221223,0.086590684410772181,0.077562536820191791,0.076916615768126959,0.063230472370520652,0.059381406841723418,0.058383497380240061,0.055215079610386637
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,0,,,,,0.59999999999999998,0.56129807692307676,0.75,0.5,0.7111111111111111,0.6,0.5984654731457801,f14,f11,f8,f6,f13,f0,f9,f7,f2,f1,0.097481614620238091,0.092256816264084981,0.090249737889607995,0.076493389595064687,0.071385470488114347,0.066585588374559371,0.063930972225290747,0.060655686550262294,0.060072015129998366,0.058637943055285656
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,1,,,,,0.55045871559633019,0.50681089743589736,0.0,0.25,0.8,0.6041666666666666,0.5677830940988836,f0,f1,f10,f8,f11,f2,f9,f6,f7,f3,0.097323812348075356,0.083268479010500732,0.074728119256377276,0.073024209069177948,0.068275341264404224,0.067329473927946915,0.067208213526525187,0.065910993167897725,0.06548720041473971,0.062049798873709358
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,0,,,,,0.48979591836734704,0.46335171677637427,0.5,0.0,0.40178571428571425,0.33653846153846156,0.3110016420361248,f0,f3,f2,f4,f6,f7,f8,f14,f1,f9,0.08061362963836953,0.080578713838618365,0.080364096916219041,0.075393916956461637,0.074197408206923582,0.071430084488082399,0.068791727684049897,0.063558713066190708,0.063251864297150601,0.062206040867239291
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,1,,,,,0.47945205479452052,0.4119373776908023,0.24999999999999997,0.3333333333333333,0.26785714285714285,0.26666666666666666,0.33964646464646464,f9,f11,f5,f12,f0,f13,f1,f10,f2,f14,0.090463575591425108,0.070620196708737565,0.069905921412347694,0.069128826260346582,0.068936240384986067,0.068537092691811102,0.067871882129400291,0.067421456282530781,0.066917765535762716,0.065792291439769543
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,0,,,,,0.375,0.43229166666666663,0.6599999999999999,0.31999999999999995,0.11666666666666667,0.4,0.4257142857142857,f6,f4,f10,f12,f0,f3,f7,f2,f9,f11,0.089096042305676998,0.08858410754960705,0.072749727243414247,0.069929682560641887,0.069682868957518518,0.067884730724221451,0.06665038518972595,0.066105360352317094,0.065329316100231002,0.062343059217890691
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,1,,,,,0.5,0.38786764705882348,0.6699999999999999,0.33999999999999997,0.0,0.3433333333333333,0.35555555555555557,f11,f6,f10,f5,f14,f0,f2,f7,f12,f9,0.095089893339466228,0.085476611041032075,0.083299859393472439,0.073786082925849136,0.070735564928628578,0.06806788372395417,0.063735232328952382,0.06368831368424796,0.063182884108257453,0.06269853115768878
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,2,,,,,0.37500000000000006,0.36213235294117652,0.6699999999999999,0.33999999999999997,0.0,0.3083333333333333,0.46249999999999997,f6,f10,f14,f9,f5,f8,f1,f0,f3,f11,0.16007868497546923,0.093940313913432008,0.085262485459443718,0.078083781367471197,0.068323155077919251,0.062265713020857635,0.061176471210377059,0.05702749724466688,0.055013542397661042,0.049150192278843645
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,0,,,,,0.43636363636363634,0.55841325196163905,0.31999999999999995,0.0,0.4,0.2971428571428571,0.3692307692307692,f9,f11,f8,f3,f12,f0,f10,f5,f14,f2,0.0894358743945005,0.079447524806326761,0.076308591142335028,0.075221381954120231,0.072200603399293253,0.070879734241588888,0.070812223602113436,0.070207849601215636,0.062737047401053694,0.060515736337169758
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,1,,,,,0.20833333333333334,0.43842592592592594,0.33999999999999997,0.0,0.0,0.0,0.24175824175824182,f3,f10,f4,f14,f11,f0,f8,f5,f1,f9,0.079386683194343069,0.079179354159916435,0.07823427040797605,0.076185823990897572,0.075562711921408052,0.072953208701534725,0.071408009085107527,0.07057109495721052,0.070521379230657752,0.065686104873277446
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,2,,,,,0.37735849056603771,0.60833333333333339,0.33999999999999997,0.16,0.38333333333333336,0.6916666666666667,0.4692307692307693,f11,f2,f5,f6,f9,f10,f0,f3,f14,f8,0.083492422595131024,0.076963136774240437,0.073057455505540603,0.069916168090149958,0.069691485750404125,0.069445669711278371,0.068688204368613184,0.066174461789229713,0.065715177907851016,0.065160593288682123
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,0,,,,,0.39130434782608703,0.43529411764705883,0.995,0.49666666666666665,0.3333333333333333,0.45,0.39699248120300745,f9,f5,f6,f13,f10,f11,f3,f14,f12,f2,0.091242451647539136,0.078672273900944875,0.078633398630272508,0.077668083791945716,0.06976873728863843,0.066967062277437178,0.066464502927387981,0.064590389106749399,0.064344598633431435,0.060968395660657711
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,1,,,,,0.51428571428571423,0.48680000000000001,1.0,0.5,0.8,0.6,0.47478991596638653,f3,f1,f12,f9,f10,f8,f0,f7,f5,f11,0.075660034629239564,0.07439756591290532,0.07139379737007491,0.071236660597190526,0.071201627753161537,0.070704154582612547,0.069814429391037242,0.068320161678343524,0.067578466128604964,0.065509856014871304
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,100,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,2,,,,,0.52000000000000002,0.50428571428571423,1.0,1.0,0.5,0.5023809523809524,0.492156862745098,f9,f2,f0,f14,f6,f7,f8,f12,f10,f3,0.084010927527573151,0.082008447775835366,0.079232482531241294,0.07620096843772356,0.073253665640693605,0.065655908265409374,0.063888313800901569,0.063127341380222635,0.06065963138553368,0.060304983759474198
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,0,,,,,0.44444444444444448,0.45352564102564097,1.0,1.0,0.41666666666666663,0.2,0.4,f14,f12,f10,f0,f9,f11,f13,f5,f7,f3,0.10799222630322428,0.09224580690069184,0.078953119010497216,0.067094887297227027,0.06696125924919144,0.065730634481619976,0.065124291295713399,0.065062420169960639,0.060775458620158269,0.058789165547279594
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,1,,,,,0.31578947368421051,0.40384615384615385,1.0,1.0,1.0,0.8,0.6,f8,f10,f2,f1,f13,f9,f0,f14,f12,f7,0.12116740271637164,0.081216964506174313,0.075611474512974106,0.073875839489018574,0.070942350476763658,0.070217563453521994,0.067851141718234934,0.067532654958932722,0.059420951240943425,0.056544445613159688
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,0,,,,,0.48837209302325579,0.58077226162332529,0.0050000000000000044,0.5033333333333333,0.6033333333333333,0.5945454545454545,0.44571428571428573,f5,f9,f4,f7,f2,f14,f10,f8,f13,f1,0.084259793502338615,0.083570550357546916,0.082289653336847568,0.079911368679574463,0.071905223572029539,0.071567325065628379,0.067177371217133366,0.059950385457002701,0.058623253628551177,0.058434248439136152
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,1,,,,,0.45333333333333331,0.59598031173092703,0.01000000000000012,0.0,0.40499999999999997,0.5055555555555555,0.5452631578947369,f9,f7,f13,f1,f12,f2,f4,f6,f11,f10,0.088517588640805167,0.088023001701991982,0.079660325462013987,0.077255749021500328,0.070887084713309026,0.066354385145430891,0.065417712862126498,0.062663047297699462,0.062386840131060439,0.060410685378214132
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,0,,,,,0.30088495575221241,0.48192771084337349,0.75,0.6666666666666666,0.5357142857142857,0.3333333333333333,0.3,f11,f5,f10,f9,f4,f12,f3,f8,f7,f2,0.089937179349784707,0.089507435363869639,0.08146652313088229,0.077478395135757799,0.066574904711177593,0.066034650837156914,0.065589534185021156,0.063490753141912479,0.061550111158225757,0.05980982775791225
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,1,,,,,0.4102564102564103,0.54648444524366124,0.75,0.6666666666666666,0.4642857142857143,0.4666666666666667,0.5333333333333333,f1,f11,f6,f10,f8,f4,f12,f14,f5,f7,0.090112167736055029,0.079963507942946127,0.079251667934359796,0.078317611887870314,0.071957403247679186,0.068409634767750666,0.067059456401656101,0.063338474828982208,0.063032130251917826,0.061658960563814008
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,0,,,,,0.34782608695652178,0.45614035087719301,1.0,1.0,1.0,0.7,0.5571428571428572,f1,f0,f6,f9,f13,f5,f10,f8,f12,f11,0.09644880697088086,0.08400954004521631,0.083608341767953065,0.074543889947779288,0.072225519602995072,0.066085898835179888,0.064577316595532619,0.064396317764306502,0.060226216941743155,0.059027147021018765
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,1,,,,,0.45161290322580644,0.48421052631578954,0.6599999999999999,0.31999999999999995,0.0,0.3,0.40952380952380957,f13,f3,f5,f12,f6,f2,f11,f4,f10,f8,0.096540545264260341,0.076364132135975982,0.075341713794225079,0.073789777279144819,0.072824462496342349,0.071914532195342093,0.069660740551502925,0.068315416682097618,0.065106846615748865,0.064810133163339223
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,2,,,,,0.35714285714285715,0.38492063492063489,0.6799999999999999,0.36,0.30000000000000004,0.6333333333333333,0.37142857142857144,f12,f7,f13,f9,f6,f2,f5,f1,f14,f8,0.13771930857038578,0.084163683172894521,0.071900936425018436,0.071216777096028014,0.067257952525878545,0.065841479509416725,0.064810526253917616,0.062135555889180016,0.060533108148081681,0.060143226206205463
